Január
  Augusztus 9.   Emőd
  Augusztus 10.   Lőrinc
  Augusztus 11.   Tiborc, Zsuzsanna
  Augusztus 12.   Klára
  Augusztus 13.   Ipoly
  Augusztus 14.   Marcell
  Augusztus 15.   Mária
  Augusztus 16.   Ábrahám
  Augusztus 17.   Jácint
  Augusztus 18.   Ilona
  Augusztus 19.   Huba
  Augusztus 20.   István
  Augusztus 21.   Hajna, Sámuel
  Augusztus 22.   Menyhért, Mirjam
  Augusztus 23.   Bence
  Augusztus 24.   Bertalan
  Augusztus 25.   Lajos, Patrícia
  Augusztus 26.   Izsó
  Augusztus 27.   Gáspár
  Augusztus 28.   Ágoston
  Augusztus 29.   Beatrix, Erna
  Augusztus 30.   Rózsa
  Augusztus 31.   Bella, Erika


Szeptember
  Szeptember 1.   Egon, Egyed
  Szeptember 2.   Dorina, Rebeka
  Szeptember 3.   Hilda
  Szeptember 4.   Rozália
  Szeptember 5.   Lőrinc, Viktor
  Szeptember 6.   Zakariás
  Szeptember 7.   Regina
  Szeptember 8.   Adrienn, Mária
  Szeptember 9.   Adám
  Szeptember 10.   Hunor, Nikolett
  Szeptember 11.   Teodóra
  Szeptember 12.   Mária
  Szeptember 13.   Kornél
  Szeptember 14.   Roxána, Szeréna
  Szeptember 15.   Enikő, Melitta
  Szeptember 16.    Edit
  Szeptember 17.   Zsófia
  Szeptember 18.   Diána
  Szeptember 19.   Vilhelmina
  Szeptember 20.   Friderika
  Szeptember 21.   Máté, Mirella
  Szeptember 22.   Móric
  Szeptember 23.   Tekla
  Szeptember 24.   Gellért, Mercédesz
  Szeptember 25.   Eufrozina, Kende
  Szeptember 26.   Jusztina, Pál
  Szeptember 27.   Adalbert
  Szeptember 28.   Vencel
  Szeptember 29.   Mihály
  Szeptember 30.   Jeromos


Október
  Október 1.   Malvin
  Október 2.   Petra
  Október 3.   Helga
  Október 4.   Ferenc
  Október 5.   Aurél
  Október 6.   Brúnó, Renáta
  Október 7.   Amália
  Október 8.   Koppány
  Október 9.   Dénes
  Október 10.   Gedeon
  Október 11.   Brigitta
  Október 12.   Miksa
  Október 13.   Ede, Kálmán
  Október 14.   Helén
  Október 15.   Teréz
  Október 16.   Gál
  Október 17.   Hedvig
  Október 18.   Lukács
  Október 19.   Nándor
  Október 20.   Vendel
  Október 21.   Orsolya
  Október 22.   Előd
  Október 23.   Gyöngyi
  Október 24.   Salamon
  Október 25.   Bianka, Blanka
  Október 26.   Dömötör
  Október 27.   Szabina
  Október 28.   Simon, Szimonetta
  Október 29.   Nárcisz
  Október 30.   Alfonz
  Október 31.   Farkas


November
  November 1.   Marianna
  November 2.   Achilles
  November 3.   Győző
  November 4.   Károly
  November 5.   Imre
  November 6.   Lénárd
  November 7.   Rezső
  November 8.   Zsombor
  November 9.   Tivadar
  November 10.   Réka
  November 11.   Márton
  November 12.   Jónás, Renátó
  November 13.   Szilvia
  November 14.   Aliz
  November 15.   Albert, Lipót
  November 16.   Ödön
  November 17.   Gergő, Hortenzia
  November 18.   Jenő
  November 19.   Erzsébet
  November 20.   Jolán
  November 21.   Olivér
  November 22.   Cecília
  November 23.   Kelemen, Klementina
  November 24.   Emma
  November 25.   Katalin
  November 26.   Virág
  November 27.   Virgil
  November 28.   Stefánia
  November 29.   Taksony
  November 30.   Andor, András


December
  December 1.   Elza
  December 2.   Melinda, Vivien
  December 3.   Ferenc, Olívia
  December 4.   Barbara, Borbála
  December 5.   Vilma
  December 6.   Miklós
  December 7.   Ambrus
  December 8.   Mária
  December 9.   Natália
  December 10.   Judit
  December 11.   Árpád
  December 12.   Gabriella
  December 13.   Luca, Otília
  December 14.   Szilárda
  December 15.   Valér
  December 16.   Aletta, Etelka
  December 17.   Lázár, Olimpia
  December 18.   Auguszta
  December 19.   Viola
  December 20.   Teofil
  December 21.   Tamás
  December 22.   Zénó
  December 23.   Viktória
  December 24.   Adám, Éva
  December 25.   Eugénia
  December 26.   István
  December 27.   János
  December 28.   Kamilla
  December 29.   Tamara, Tamás
  December 30.   Dávid
  December 31.   Szilveszter
